,stock_no,stock_name
16568,082745,健策群益08購04
16569,082746,和碩群益07購02
16570,082747,精成科群益08購01
16571,082748,晨訊科群益08購01
16572,082749,美指2X統一09購02
16573,082750,聚陽統一09購01
16574,082751,中興電統一09購03
16575,082752,上銀統一09購02
16576,082753,上銀統一09購03
16577,082754,聯電統一0A購01
16578,082755,台積電統一09購05
16579,082756,精英統一08購01
16580,082757,旺宏統一09購03
16581,082758,友達統一09購02
16582,082759,新興統一09購02
16583,082760,國泰金統一09購02
16584,082761,晶豪科統一09購03
16585,082762,嘉晶統一08購01
16586,082763,嘉晶統一09購01
16587,082764,欣興統一09購04
16588,082765,景碩統一09購02
16589,082766,群創統一09購02
16590,082767,台勝科統一09購02
16591,082768,日月光統一09購04
16592,082769,彩晶統一09購03
16593,082770,同欣電統一09購02
16594,082771,台表科統一09購02
16595,082772,愛普統一09購05
16596,082773,愛普統一09購06
16597,082774,南電統一08購03
16598,082775,南電統一09購05
16599,082776,南茂統一09購01
16600,082777,上銀元富07購02
16601,082778,聯電元富07購10
16602,082779,台達電元富07購02
16603,082780,鴻海元富07購21
16604,082781,鴻海元富07購22
16605,082782,國巨元富07購28
16606,082783,國巨元富07購29
16607,082784,台積電元富07購36
16608,082785,台積電元富07購37
16609,082786,華碩元富07購01
16610,082787,瑞昱元富08購01
16611,082788,聯發科元富07購16
16612,082789,聯發科元富07購17
16613,082790,聯發科元富0A購05
16614,082791,聯發科元富0A購06
16615,082792,義隆元富07購02
16616,082793,大立光元富07購08
16617,082794,大立光元富07購09
16618,082795,欣興元富07購05
16619,082796,欣興元富0A購04
16620,082797,日月光元富07購04
16621,082798,愛普元富07購04
16622,082799,愛普元富08購01
16623,082800,南電元富07購08
16624,082801,南電元富07購09
16625,082802,欣興台新07購01
16626,082803,上証2X元大08購02
16627,082804,道瓊銀元大08購01
16628,082805,聯電元大09購01
16629,082806,國巨元大07購16
16630,082807,國巨元大07購17
16631,082808,技嘉元大08購01
16632,082809,微星元大07購02
16633,082810,友達元大07購06
16634,082811,聯發科元大07購20
16635,082812,聯發科元大07購21
16636,082813,聯發科元大09購03
16637,082814,華新科元大07購08
16638,082815,晶豪科元大08購02
16639,082816,大立光元大09購01
16640,082817,嘉晶元大07購02
16641,082818,欣興元大07購08
16642,082819,欣興元大09購02
16643,082820,晶技元大07購01
16644,082821,晶技元大08購01
16645,082822,景碩元大08購01
16646,082823,群創元大0A購02
16647,082824,台勝科元大07購05
16648,082825,健策元大07購01
16649,082826,健策元大08購01
16650,082827,日月光元大08購01
16651,082828,和碩元大08購01
16652,082829,彩晶元大0A購02
16653,082830,同欣電元大08購01
16654,082831,愛普元大07購08
16655,082832,緯穎元大07購03
16656,082833,南電元大08購02
16657,082834,台積電國泰0B購01
16658,082835,台積電國泰0B購02
16659,082836,玉晶光國泰09購01
16660,082837,台表科國泰09購01
16661,082838,台灣50富邦07購01
16662,082839,T50反1富邦07購01
16663,082840,日月光富邦07購02
16664,082841,聯電國票08購04
16665,082842,奇力新國票08購02
16666,082843,立隆電國票07購01
16667,082844,富邦金國票08購01
16668,082845,奇鋐國票08購01
16669,082846,晶技國票08購01
16670,082847,創意國票08購02
16671,082848,台勝科國票08購01
16672,082849,健策國票08購01
16673,082850,日月光國票08購02
16674,082851,和碩國票08購01
16675,082852,嘉聯益國票07購01
16676,082853,嘉聯益國票08購02
16677,082854,同欣電國票08購01
16678,082855,美利達國票08購01
16679,082856,臺股指國票0B購05
16680,082857,聯發科第一11購01
16681,082858,聯電日盛08購01
16682,082859,台表科日盛07購01
16683,082860,台灣50中信09購01
16684,082861,上銀中信07購01
16685,082862,台達電中信07購02
16686,082863,鴻海中信09購04
16687,082864,台積電中信09購08
16688,082865,友達中信07購02
16689,082866,富邦金中信08購01
16690,082867,日月光中信07購02
16691,082868,日月光中信08購01
16692,082869,和碩中信09購01
16693,082870,臺股指中信0B購09
16694,082871,大成鋼兆豐07購01
16695,082872,國巨兆豐08購02
16696,082873,興勤兆豐08購01
16697,082874,京元電兆豐08購01
16698,082875,聯發科兆豐08購02
16699,082876,奇力新兆豐07購01
16700,082877,日月光兆豐08購01
16701,082878,和碩兆豐07購01
16702,082879,帆宣兆豐08購01
16703,082880,南電兆豐07購02
16704,082881,南茂兆豐08購01
16705,082882,中興電永豐07購02
16706,082883,鴻海永豐07購02
16707,082884,台光電永豐07購01
16708,082885,圓剛永豐07購01
16709,082886,聯陽永豐07購01
16710,082887,合勤控永豐07購02
16711,082888,致伸永豐07購01
16712,082889,中磊永豐07購01
16713,082890,松翰永豐07購01
16714,082891,瑞儀永豐07購01
16715,082892,台郡永豐07購01
16716,082893,同欣電永豐07購02
16717,082894,樺漢永豐07購02
16718,082895,瑞祺永豐07購01
16719,082896,GIS永豐07購01
16720,082897,惠特永豐07購01
16721,082898,百和永豐07購01
16722,082899,滬深2X群益07購03
16723,082900,鴻海群益07購09
16724,082901,鴻海群益08購08
16725,082902,鴻海群益09購05
16726,082903,國巨群益08購09
16727,082904,金像電群益07購03
16728,082905,瑞昱群益07購04
16729,082906,凌陽群益07購01
16730,082907,萬海群益08購04
16731,082908,高鐵群益09購01
16732,082909,富邦金群益09購01
16733,082910,玉晶光群益07購06
16734,082911,合勤控群益07購03
16735,082912,日月光群益07購05
16736,082913,同欣電群益08購04
16737,082914,樺漢群益08購01
16738,082915,緯穎群益07購03
16739,082916,滬深2X國票09購01
16740,082917,京元電國泰09購01
16741,082918,晶技國泰09購01
16742,082919,鴻海富邦07購04
16743,082920,華邦電富邦07購03
16744,082921,晶豪科富邦09購01
16745,082922,和碩富邦09購01
16746,082923,FBVIX統一09購01
16747,082924,道瓊銀統一09購01
16748,082925,鴻海統一0B購01
16749,082926,國巨統一09購09
16750,082927,金像電統一09購01
16751,082928,微星統一09購01
16752,082929,聯發科統一09購08
16753,082930,可成統一08購02
16754,082931,奇鋐統一09購01
16755,082932,奇鋐統一09購02
16756,082933,和碩統一09購01
16757,082934,和碩統一09購02
16758,082935,嘉聯益統一09購01
16759,082936,矽創統一07購01
16760,082937,美利達統一09購01
16761,082938,國巨台新07購01
16762,082939,華新科台新07購01
16763,082940,台灣50元富07購02
16764,082941,A50正2元富07購02
16765,082942,和大元富08購01
16766,082943,鴻海元富07購23
16767,082944,鴻海元富07購24
16768,082945,鴻海元富07購25
16769,082946,鴻海元富0A購05
16770,082947,國巨元富07購30
16771,082948,國巨元富07購31
16772,082949,台積電元富07購38
16773,082950,台積電元富07購39
16774,082951,聯陽元富08購01
16775,082952,智原元富08購01
16776,082953,和碩元富07購02
16777,082954,祥碩元富07購01
16778,082955,祥碩元富07購02
16779,082956,上証2X元大07購06
16780,082957,SGBR2X元大07購01
16781,082958,道瓊銅元大07購01
16782,082959,亞德客元大07購05
16783,082960,上銀元大07購05
16784,082961,上銀元大08購03
16785,082962,聯電元大07購10
16786,082963,聯電元大08購05
16787,082964,台達電元大07購07
16788,082965,鴻海元大07購16
16789,082966,鴻海元大08購05
16790,082967,鴻海元大08購06
16791,082968,仁寶元大08購01
16792,082969,國巨元大07購18
16793,082970,國巨元大07購19
16794,082971,台積電元大07購19
16795,082972,台積電元大07購20
16796,082973,金像電元大08購01
16797,082974,微星元大07購03
16798,082975,瑞昱元大07購05
16799,082976,瑞昱元大08購01
16800,082977,億光元大08購01
16801,082978,凌陽元大08購02
16802,082979,友達元大07購07
16803,082980,友達元大07購08
16804,082981,聯發科元大07購23
16805,082982,聯發科元大08購06
16806,082983,奇力新元大07購02
16807,082984,奇力新元大07購03
16808,082985,晶豪科元大07購03
16809,082986,奇鋐元大07購02
16810,082987,聯詠元大07購06
16811,082988,玉晶光元大08購05
16812,082989,嘉澤元大07購03
16813,082990,嘉澤元大08購01
16814,082991,致伸元大07購03
16815,082992,和碩元大07購01
16816,082993,同欣電元大07購03
16817,082994,臺股指元大08購05
16818,082995,臺股指元大08購08
16819,082996,臺股指元大08購09
16820,082997,臺股指元大08購10
16821,082998,臺股指元大08購11
16822,082999,臺股指元大08購12
16823,083000,元石油凱基09購02
16824,083001,FBVIX凱基08購02
16825,083002,美指2X凱基0A購01
16826,083003,聯電凱基0A購03
16827,083004,鴻海凱基0A購07
16828,083005,鴻海凱基0B購03
16829,083006,鴻海凱基0B購04
16830,083007,國巨凱基07購07
16831,083008,國巨凱基0B購01
16832,083009,金像電凱基09購01
16833,083010,南亞科凱基0C購01
16834,083011,友達凱基0B購01
16835,083012,聯發科凱基07購05
16836,083013,聯發科凱基08購08
16837,083014,可成凱基0A購01
16838,083015,東森凱基08購01
16839,083016,萬海凱基07購07
16840,083017,聯陽凱基09購01
16841,083018,奇鋐凱基0A購01
16842,083019,群創凱基0B購02
16843,083020,合勤控凱基08購02
16844,083021,致伸凱基07購01
16845,083022,和碩凱基09購01
16846,083023,彩晶凱基0B購01
16847,083024,超眾凱基08購02
16848,083025,同欣電凱基09購01
16849,083026,樺漢凱基09購01
16850,083027,南電凱基0A購02
16851,083028,百和凱基07購01
16852,083029,滬深2X中信09購01
16853,083030,鴻海中信09購05
16854,083031,鴻海中信0A購02
16855,083032,鴻海中信0B購01
16856,083033,國巨中信07購03
16857,083034,台積電中信09購09
16858,083035,台積電中信0A購03
16859,083036,台積電中信0B購07
16860,083037,可成中信07購01
16861,083038,可成中信07購02
16862,083039,可成中信08購01
16863,083040,強茂中信07購01
16864,083041,和碩中信0A購01
16865,083042,矽格中信07購02
16866,083043,滬深2X日盛08購02
16867,083044,鴻海日盛0A購01
16868,083045,鴻海日盛0A購02
16869,083046,可成日盛07購02
16870,083047,同欣電日盛07購01
16871,083048,滬深2X兆豐08購01
16872,083049,台塑兆豐07購01
16873,083050,鴻海兆豐09購05
16874,083051,台光電兆豐07購01
16875,083052,聯發科兆豐07購07
16876,083053,群創兆豐07購02
16877,083054,TPK兆豐07購01
16878,083055,日月光兆豐07購02
16879,083056,百和兆豐08購01
16880,083057,滬深2X永豐07購02
16881,083058,華新永豐07購01
16882,083059,國巨永豐07購03
16883,083060,凱美永豐07購01
16884,083061,凱美永豐07購02
16885,083062,凱美永豐07購03
16886,083063,偉詮電永豐07購03
16887,083064,健和興永豐07購02
16888,083065,晶豪科永豐08購01
16889,083066,眾達永豐07購01
16890,083067,台積電康和07購02
16891,083068,台積電康和09購01
16892,083069,凱美康和07購01
16893,083070,台積電麥證09購02
16894,083071,台積電麥證0B購02
16895,083072,台積電麥證0C購01
16896,083073,萬海麥證08購01
16897,083074,臺股指麥證07購06
16898,083075,台灣50元大07購21
16899,083076,台灣50元大07購25
16900,083077,台灣50元大07購26
16901,083078,滬深2X元大08購05
16902,083079,滬深2X元大08購06
16903,083080,道瓊指元大07購01
16904,083081,FBVIX元大07購02
16905,083082,和大元大07購04
16906,083083,和大元大07購05
16907,083084,裕隆元大07購05
16908,083085,聯電元大07購11
16909,083086,聯電元大07購12
16910,083087,台達電元大07購08
16911,083088,鴻海元大07購17
16912,083089,鴻海元大07購18
16913,083090,精英元大07購03
16914,083091,順德元大07購05
16915,083092,英業達元大07購01
16916,083093,金像電元大07購10
16917,083094,凱美元大07購01
16918,083095,凱美元大07購02
16919,083096,凱美元大08購01
16920,083097,台光電元大07購01
16921,083098,友達元大07購09
16922,083099,友達元大09購03
16923,083100,聯發科元大07購24
16924,083101,聯發科元大07購25
16925,083102,聯發科元大07購26
16926,083103,大毅元大07購02
16927,083104,國泰金元大07購01
16928,083105,晶豪科元大0A購01
16929,083106,智原元大07購02
16930,083107,欣興元大07購09
16931,083108,欣興元大07購10
16932,083109,欣興元大08購03
16933,083110,明泰元大07購03
16934,083111,貿聯元大07購04
16935,083112,貿聯元大07購05
16936,083113,日月光元大07購06
16937,083114,和碩元大07購02
16938,083115,嘉聯益元大07購01
16939,083116,致新元大07購01
16940,083117,亞德客凱基09購01
16941,083118,聯電凱基07購07
16942,083119,聯電凱基09購04
16943,083120,鴻海凱基08購08
16944,083121,鴻海凱基09購04
16945,083122,鴻海凱基09購05
16946,083123,鴻海凱基0A購08
16947,083124,鴻海凱基0A購09
16948,083125,國巨凱基08購07
16949,083126,國巨凱基0B購02
16950,083127,台積電凱基08購10
16951,083128,台積電凱基09購04
16952,083129,台積電凱基0B購04
16953,083130,凱美凱基08購01
16954,083131,凱美凱基09購01
16955,083132,漢唐凱基07購01
16956,083133,興勤凱基08購01
16957,083134,偉詮電凱基08購01
16958,083135,聯發科凱基08購10
16959,083136,聯發科凱基09購03
16960,083137,華新科凱基08購03
16961,083138,美食凱基08購01
16962,083139,欣興凱基0A購01
16963,083140,日月光凱基0A購01
16964,083141,和碩凱基0A購01
16965,083142,帆宣凱基09購02
16966,083143,台郡凱基08購01
16967,083144,晶碩凱基08購01
16968,083145,巨大凱基08購01
16969,083146,潤泰新凱基08購02
16970,083147,世紀鋼凱基08購05
16971,083148,臺股指凱基07購26
16972,083149,臺股指凱基07購27
16973,083150,台灣50群益07購12
16974,083151,上証2X群益07購03
16975,083152,滬深2X群益07購04
16976,083153,台積電群益07購12
16977,083154,台積電群益08購10
16978,083155,台積電群益09購02
16979,083156,旺宏群益09購02
16980,083157,金像電群益07購04
16981,083158,凱美群益07購01
16982,083159,凱美群益08購01
16983,083160,義隆群益07購02
16984,083161,萬海群益08購05
16985,083162,大立光群益07購08
16986,083163,聯陽群益08購01
16987,083164,健策群益08購05
16988,083165,貿聯群益07購01
16989,083166,上緯控群益09購01
16990,083167,致伸群益08購01
16991,083168,和碩群益07購03
16992,083169,松翰群益08購01
16993,083170,瑞儀群益08購01
16994,083171,矽格群益07購01
16995,083172,致新群益08購01
16996,083173,百和群益07購01
16997,083174,臺股指群益07購13
16998,083175,T50反1國票08購05
16999,083176,T50反1國票08購06
17000,083177,T50反1國票09購07
17001,083178,T50反1國票0A購04
17002,083179,滬深2X國票08購02
17003,083180,華通國票08購01
17004,083181,鴻海國票0B購01
17005,083182,宏碁國票08購01
17006,083183,台光電國票08購02
17007,083184,漢唐國票08購01
17008,083185,友達國票08購05
17009,083186,友達國票09購01
17010,083187,晶豪科國票0A購01
17011,083188,聯陽國票08購01
17012,083189,群創國票07購03
17013,083190,群創國票08購04
17014,083191,貿聯國票08購01
